#,Date,Away,Home,Result,W. Pitcher,L. Pitcher,Boxscore,AwayGameNo,HomeGameNo,away_prob,home_prob
50.0,Aug 167:00 PM,Gastonia,Lexington,,,,Lexington,49,50,0.0004,0.0316
50.0,Aug  97:00 PM,Charleston,Gastonia,,,,Gastonia,46,50,0.0008,0.0004
50.0,Aug 166:35 PM,Hagerstown,Long Island,,,,Long Island,50,50,0.0,0.197
50.0,Aug 1312:05 PM,High Point,Charleston,,,,Charleston,50,50,0.9672,0.0008
51.0,Aug 216:45 PM,Long Island,Lancaster,,,,Penn Medicine,53,50,0.197,0.0192
51.0,Aug 242:00 PM,Long Island,Hagerstown,,,,Hagerstown,54,50,0.197,0.0
51.0,Aug 175:05 PM,Hagerstown,Long Island,,,,Long Island,51,51,0.0,0.197
51.0,Aug 101:00 PM,Lexington,York,,,,York,54,50,0.0316,0.7744
51.0,Aug 104:00 PM,Charleston,Gastonia,,,,Gastonia,47,51,0.0008,0.0004
51.0,Aug 216:35 PM,Gastonia,S Maryland,,,,Regency Furn.,50,51,0.0004,
51.0,Aug 146:35 PM,High Point,Charleston,,,,Charleston,51,51,0.9672,0.0008
51.0,Aug 244:05 PM,Lexington,High Point,,,,High Point,55,52,0.0316,0.9672
51.0,Aug 216:30 PM,Charleston,Staten Island,,,,Staten Island,48,51,0.0008,0.0094
51.0,Aug 172:00 PM,Gastonia,Lexington,,,,Lexington,51,51,0.0004,0.0316
52.0,Aug 196:30 PM,Hagerstown,York,,,,York,52,51,0.0,0.7744
52.0,Aug 266:35 PM,Charleston,High Point,,,,High Point,49,53,0.0008,0.9672
52.0,Aug 266:35 PM,Staten Island,S Maryland,,,,Regency Furn.,52,52,0.0094,
52.0,Aug 266:35 PM,York,Long Island,,,,Long Island,49,52,0.7744,0.197
52.0,Aug 266:45 PM,Gastonia,Lexington,,,,Lexington,52,52,0.0004,0.0316
52.0,Aug 227:00 PM,Lancaster,Gastonia,,,,Gastonia,50,52,0.0192,0.0004
52.0,Aug 156:35 PM,High Point,Charleston,,,,Charleston,52,52,0.9672,0.0008
52.0,Aug 266:30 PM,Lancaster,Hagerstown,,,,Hagerstown,51,51,0.0192,0.0
52.0,Aug 227:00 PM,S Maryland,Staten Island,,,,Staten Island,51,52,,0.0094
52.0,Aug 296:45 PM,Staten Island,Lancaster,,,,Penn Medicine,53,51,0.0094,0.0192
53.0,Aug 276:35 PM,York,Long Island,,,,Long Island,50,53,0.7744,0.197
53.0,Aug 276:35 PM,Charleston,High Point,,,,High Point,50,54,0.0008,0.9672
53.0,Aug 276:45 PM,Gastonia,Lexington,,,,Lexington,53,53,0.0004,0.0316
53.0,Aug 276:35 PM,Staten Island,S Maryland,,,,Regency Furn.,54,53,0.0094,
53.0,Aug 276:30 PM,Lancaster,Hagerstown,,,,Hagerstown,52,52,0.0192,0.0
53.0,Aug 237:00 PM,Lancaster,Gastonia,,,,Gastonia,53,53,0.0192,0.0004
53.0,Aug 236:30 PM,S Maryland,Staten Island,,,,Staten Island,52,53,,0.0094
53.0,Aug 166:35 PM,High Point,Charleston,,,,Charleston,53,53,0.9672,0.0008
53.0,Aug 206:30 PM,Hagerstown,York,,,,York,53,52,0.0,0.7744
53.0,Aug 306:45 PM,Staten Island,Lancaster,,,,Penn Medicine,55,52,0.0094,0.0192
54.0,Aug 241:30 PM,S Maryland,Staten Island,,,,Staten Island,53,54,,0.0094
54.0,Aug 312:00 PM,Staten Island,Lancaster,,,,Penn Medicine,56,53,0.0094,0.0192
54.0,Aug 286:45 PM,Gastonia,Lexington,,,,Lexington,54,54,0.0004,0.0316
54.0,Aug 286:35 PM,York,Long Island,,,,Long Island,51,54,0.7744,0.197
54.0,Aug 286:35 PM,Staten Island,S Maryland,,,,Regency Furn.,57,54,0.0094,
54.0,Aug 286:35 PM,Charleston,High Point,,,,High Point,51,55,0.0008,0.9672
54.0,Aug 286:30 PM,Lancaster,Hagerstown,,,,Hagerstown,54,53,0.0192,0.0
54.0,Aug 216:30 PM,Hagerstown,York,,,,York,54,53,0.0,0.7744
54.0,Aug 244:00 PM,Lancaster,Gastonia,,,,Gastonia,55,54,0.0192,0.0004
54.0,Aug 173:04 PM,High Point,Charleston,,,,Charleston,54,54,0.9672,0.0008
55.0,Sep  26:45 PM,Charleston,Lexington,,,,Lexington,52,55,0.0008,0.0316
55.0,Sep  26:45 PM,York,Lancaster,,,,Penn Medicine,52,54,0.7744,0.0192
55.0,Sep  26:30 PM,Long Island,Gastonia,,,,Gastonia,55,55,0.197,0.0004
55.0,Sep  26:35 PM,S Maryland,High Point,,,,High Point,54,56,,0.9672
55.0,Sep  36:30 PM,Hagerstown,Staten Island,,,,Staten Island,55,55,0.0,0.0094
55.0,Aug 296:35 PM,Lexington,S Maryland,,,,Regency Furn.,56,55,0.0316,
55.0,Aug 296:35 PM,York,Long Island,,,,Long Island,53,55,0.7744,0.197
55.0,Aug 296:35 PM,Gastonia,Charleston,,,,Charleston,55,55,0.0004,0.0008
55.0,Aug 226:30 PM,Charleston,York,,,,York,53,54,0.0008,0.7744
55.0,Aug 296:30 PM,High Point,Hagerstown,,,,Hagerstown,55,54,0.9672,0.0
56.0,Aug 306:35 PM,Gastonia,Charleston,,,,Charleston,56,56,0.0004,0.0008
56.0,Sep  44:00 PM,Hagerstown,Staten Island,,,,Staten Island,56,56,0.0,0.0094
56.0,Sep  36:45 PM,Charleston,Lexington,,,,Lexington,54,56,0.0008,0.0316
56.0,Sep  36:45 PM,York,Lancaster,,,,Penn Medicine,54,55,0.7744,0.0192
56.0,Sep  36:35 PM,S Maryland,High Point,,,,High Point,55,57,,0.9672
56.0,Aug 306:00 PM,High Point,Hagerstown,,,,Hagerstown,56,55,0.9672,0.0
56.0,Aug 236:30 PM,Charleston,York,,,,York,55,55,0.0008,0.7744
56.0,Sep  312:30 PM,Long Island,Gastonia,,,,Gastonia,56,56,0.197,0.0004
56.0,Aug 306:35 PM,York,Long Island,,,,Long Island,55,56,0.7744,0.197
56.0,Aug 306:35 PM,Lexington,S Maryland,,,,Regency Furn.,57,56,0.0316,
57.0,Aug 315:05 PM,York,Long Island,,,,Long Island,56,57,0.7744,0.197
57.0,Aug 313:04 PM,Gastonia,Charleston,,,,Charleston,57,57,0.0004,0.0008
57.0,Aug 312:05 PM,Lexington,S Maryland,,,,Regency Furn.,58,57,0.0316,
57.0,Aug 312:00 PM,High Point,Hagerstown,,,,Hagerstown,57,56,0.9672,0.0
57.0,Sep  46:30 PM,Long Island,Gastonia,,,,Gastonia,57,57,0.197,0.0004
57.0,Sep  46:35 PM,S Maryland,High Point,,,,High Point,56,58,,0.9672
57.0,Sep  46:45 PM,York,Lancaster,,,,Penn Medicine,57,56,0.7744,0.0192
57.0,Sep  46:45 PM,Charleston,Lexington,,,,Lexington,56,57,0.0008,0.0316
57.0,Sep  47:00 PM,Hagerstown,Staten Island,,,,Staten Island,57,57,0.0,0.0094
57.0,Aug 241:00 PM,Charleston,York,,,,York,57,56,0.0008,0.7744
58.0,Sep 126:45 PM,Lexington,Lancaster,,,,Penn Medicine,59,57,0.0316,0.0192
58.0,Sep  96:35 PM,Gastonia,Charleston,,,,Charleston,58,58,0.0004,0.0008
58.0,Sep  96:35 PM,High Point,S Maryland,,,,Regency Furn.,58,58,0.9672,
58.0,Sep  96:30 PM,Lancaster,Hagerstown,,,,Hagerstown,56,57,0.0192,0.0
58.0,Sep  96:35 PM,Lexington,Long Island,,,,Long Island,60,58,0.0316,0.197
58.0,Sep  56:30 PM,Lancaster,York,,,,York,57,57,0.0192,0.7744
58.0,Sep  57:00 PM,Charleston,Lexington,,,,Lexington,58,58,0.0008,0.0316
58.0,Sep  56:35 PM,Long Island,High Point,,,,High Point,58,59,0.197,0.9672
58.0,Sep  57:00 PM,Hagerstown,Staten Island,,,,Staten Island,58,58,0.0,0.0094
58.0,Sep  57:00 PM,S Maryland,Gastonia,,,,Gastonia,57,58,,0.0004
59.0,Sep 106:35 PM,Lexington,Long Island,,,,Long Island,61,59,0.0316,0.197
59.0,Sep 106:35 PM,High Point,S Maryland,,,,Regency Furn.,59,59,0.9672,
59.0,Sep 106:35 PM,Gastonia,Charleston,,,,Charleston,59,59,0.0004,0.0008
59.0,Sep 106:30 PM,Lancaster,Hagerstown,,,,Hagerstown,58,58,0.0192,0.0
59.0,Sep  66:30 PM,Lancaster,York,,,,York,59,58,0.0192,0.7744
59.0,Sep  66:35 PM,Long Island,High Point,,,,High Point,59,60,0.197,0.9672
59.0,Sep  66:30 PM,Hagerstown,Staten Island,,,,Staten Island,59,59,0.0,0.0094
59.0,Sep  67:00 PM,S Maryland,Gastonia,,,,Gastonia,58,59,,0.0004
59.0,Sep  67:00 PM,Charleston,Lexington,,,,Lexington,59,59,0.0008,0.0316
59.0,Sep 136:45 PM,Lexington,Lancaster,,,,Penn Medicine,62,58,0.0316,0.0192
60.0,Sep  71:00 PM,Lancaster,York,,,,York,60,59,0.0192,0.7744
60.0,Sep  71:30 PM,Hagerstown,Staten Island,,,,Staten Island,60,60,0.0,0.0094
60.0,Sep  72:00 PM,Charleston,Lexington,,,,Lexington,60,60,0.0008,0.0316
60.0,Sep  74:05 PM,Long Island,High Point,,,,High Point,60,61,0.197,0.9672
60.0,Sep 116:30 PM,Lancaster,Hagerstown,,,,Hagerstown,61,59,0.0192,0.0
60.0,Sep 116:35 PM,Lexington,Long Island,,,,Long Island,63,60,0.0316,0.197
60.0,Sep 116:35 PM,Gastonia,Charleston,,,,Charleston,60,60,0.0004,0.0008
60.0,Sep 116:35 PM,High Point,S Maryland,,,,Regency Furn.,60,60,0.9672,
60.0,Sep 142:00 PM,Lexington,Lancaster,,,,Penn Medicine,64,59,0.0316,0.0192
60.0,Sep  74:00 PM,S Maryland,Gastonia,,,,Gastonia,59,60,,0.0004
61.0,Sep 166:45 PM,Long Island,Lancaster,,,,Penn Medicine,61,60,0.197,0.0192
61.0,Sep 166:35 PM,Charleston,High Point,,,,High Point,61,62,0.0008,0.9672
61.0,Sep 166:30 PM,Hagerstown,Gastonia,,,,Gastonia,61,61,0.0,0.0004
61.0,Sep 166:30 PM,York,Staten Island,,,,Staten Island,58,61,0.7744,0.0094
61.0,Sep 166:45 PM,S Maryland,Lexington,,,,Lexington,60,61,,0.0316
61.0,Sep 126:35 PM,Gastonia,Charleston,,,,Charleston,61,61,0.0004,0.0008
61.0,Sep  96:30 PM,Staten Island,York,,,,York,58,60,0.0094,0.7744
61.0,Sep 126:30 PM,Staten Island,Hagerstown,,,,Hagerstown,59,60,0.0094,0.0
61.0,Sep 126:35 PM,York,Long Island,,,,Long Island,59,61,0.7744,0.197
61.0,Sep 126:35 PM,High Point,S Maryland,,,,Regency Furn.,61,61,0.9672,
62.0,Sep 136:35 PM,Gastonia,Charleston,,,,Charleston,62,62,0.0004,0.0008
62.0,Sep 1711:00 AM,S Maryland,Lexington,,,,Lexington,61,62,,0.0316
62.0,Sep 106:30 PM,Staten Island,York,,,,York,60,61,0.0094,0.7744
62.0,Sep 136:00 PM,Staten Island,Hagerstown,,,,Hagerstown,61,61,0.0094,0.0
62.0,Sep 176:35 PM,Charleston,High Point,,,,High Point,62,63,0.0008,0.9672
62.0,Sep 176:45 PM,Long Island,Lancaster,,,,Penn Medicine,62,61,0.197,0.0192
62.0,Sep 136:35 PM,High Point,S Maryland,,,,Regency Furn.,62,62,0.9672,
62.0,Sep 136:35 PM,York,Long Island,,,,Long Island,60,62,0.7744,0.197
62.0,Sep 1712:30 PM,Hagerstown,Gastonia,,,,Gastonia,62,62,0.0,0.0004
62.0,Sep 176:30 PM,York,Staten Island,,,,Staten Island,61,62,0.7744,0.0094
63.0,Sep 1810:30 AM,York,Staten Island,,,,Staten Island,62,63,0.7744,0.0094
63.0,Sep 186:30 PM,Hagerstown,Gastonia,,,,Gastonia,63,63,0.0,0.0004
63.0,Sep 186:35 PM,Charleston,High Point,,,,High Point,63,64,0.0008,0.9672
63.0,Sep 116:30 PM,Staten Island,York,,,,York,62,62,0.0094,0.7744
63.0,Sep 142:05 PM,High Point,S Maryland,,,,Regency Furn.,63,63,0.9672,
63.0,Sep 142:00 PM,Staten Island,Hagerstown,,,,Hagerstown,63,62,0.0094,0.0
63.0,Sep 141:35 PM,York,Long Island,,,,Long Island,63,63,0.7744,0.197
63.0,Sep 186:45 PM,S Maryland,Lexington,,,,Lexington,62,63,,0.0316
63.0,Sep 143:04 PM,Gastonia,Charleston,,,,Charleston,63,63,0.0004,0.0008
63.0,Sep 186:45 PM,Long Island,Lancaster,,,,Penn Medicine,63,62,0.197,0.0192
,Apr 257:10 PM,York,Gastonia,5-4,"Churchill, I","Hasler, K",final|,64,64,0.7744,0.0004
,May  41:02 PM,Long Island,York,2-4,"Denoyer, N","Plesac, Z",final|,64,63,0.197,0.7744
,May  811:03 AM,S Maryland,Lancaster,5-4,"Scrubb, A","Diehl, P",final|,63,63,,0.0192
,May  96:35 PM,York,Hagerstown,8-6,"Llovera, M","Kelly, R",final|,65,63,0.7744,0.0
,May 1411:05 AM,Lancaster,Hagerstown,7-2,"Skirrow, N","Richardson, D",final|,62,64,0.0192,0.0
,May 226:19 PM,Long Island,Staten Island,,,,Cancelled,65,64,0.197,0.0094
,May 291:20 PM,Lancaster,Staten Island,2-1,"Johnson, K","Williamson, R",final|,63,65,0.0192,0.0094
,May 294:03 PM,York,Hagerstown,4-2,"Dula, H","Kelly, R",final|,66,65,0.7744,0.0
,May 316:06 PM,Gastonia,S Maryland,3-4,"McCabe, B","Horvath, N",final|,64,64,0.0004,
,Jun 231:07 PM,Charleston,S Maryland,16-8,"Demurias, E","Wright, J",final|,64,65,0.0008,
,Jul  25:04 PM,Hagerstown,S Maryland,0-2,"Semple, S","Kickham, M",final|,64,66,0.0,
,Jul  26:32 PM,Lancaster,York,5-4,"Engler, S","Churchill, I",final|,64,64,0.0192,0.7744
,Jul 104:59 PM,S Maryland,Lancaster,6-2,"Thurman, A","Sullivan, B",final|,64,64,,0.0192
,Jul 1711:07 AM,High Point,York,22-12,"Blair, D","Morales, J",final|,64,65,0.9672,0.7744
,Jul 295:00 PM,S Maryland,Charleston,,,,Charleston,65,64,,0.0008
